frame_id,track_id,x1,y1,x2,y2,confidence,timestamp
200,4,143.78,119.54,346.8,391.75,0.9058,16.667
201,2,274.56,131.02,436.5,370.48,0.8283,16.75
201,4,147.35,117.08,341.21,389.15,0.9108,16.75
202,2,271.58,125.83,427.58,367.37,0.8658,16.833
202,4,150.19,115.96,335.3,386.93,0.9134,16.833
203,2,268.92,121.07,418.35,363.15,0.8672,16.917
203,4,151.28,114.11,329.47,384.99,0.9202,16.917
204,2,266.17,114.84,406.91,351.83,0.8811,17.0
204,4,152.51,110.8,320.89,375.12,0.9021,17.0
205,2,264.62,109.2,394.11,335.08,0.8676,17.083
205,4,153.63,107.07,312.25,362.84,0.8988,17.083
206,2,260.51,104.66,379.65,320.52,0.8853,17.167
206,4,152.81,103.3,298.19,343.13,0.8809,17.167
207,2,255.51,101.25,369.02,315.13,0.8895,17.25
207,4,150.11,100.51,289.0,334.96,0.8547,17.25
208,2,250.39,98.97,360.04,313.83,0.8808,17.333
208,4,144.78,98.31,280.21,332.92,0.8652,17.333
209,2,247.58,97.17,353.95,313.15,0.8655,17.417
209,4,142.36,96.66,275.71,332.95,0.869,17.417
210,2,245.74,94.5,348.07,308.6,0.8188,17.5
210,4,140.91,95.78,271.47,331.67,0.8824,17.5
211,2,244.56,90.6,343.77,303.36,0.8772,17.583
211,4,139.78,95.03,267.72,329.94,0.9027,17.583
212,2,240.23,86.48,332.67,290.17,0.8824,17.667
212,4,137.89,92.52,263.31,325.61,0.906,17.667
213,2,235.8,83.96,321.32,278.03,0.8774,17.75
213,4,133.83,90.06,257.15,322.78,0.8838,17.75
214,2,232.32,81.71,313.33,268.66,0.889,17.833
214,4,129.54,87.62,245.02,309.52,0.865,17.833
215,2,224.35,82.29,304.63,266.25,0.882,17.917
215,4,123.82,85.51,234.88,304.27,0.8781,17.917
216,2,218.31,81.99,299.06,264.09,0.8472,18.0
216,4,118.16,83.71,225.31,299.72,0.8899,18.0
217,2,216.31,81.85,297.22,262.05,0.8326,18.083
217,4,114.41,82.85,219.58,298.2,0.8862,18.083
218,2,209.57,79.32,291.14,258.94,0.8258,18.167
218,4,110.52,84.49,213.85,296.84,0.8848,18.167
219,2,201.24,78.42,281.95,254.73,0.8119,18.25
219,4,107.32,85.98,209.68,295.42,0.8806,18.25
220,2,186.59,76.54,266.47,253.18,0.8707,18.333
220,4,101.92,86.61,203.56,291.27,0.8786,18.333
221,2,173.98,76.44,251.58,252.07,0.8332,18.417
221,4,95.52,87.43,195.85,286.95,0.8967,18.417
222,2,165.82,76.55,242.62,251.95,0.8755,18.5
222,4,84.3,86.27,185.29,286.42,0.8785,18.5
223,2,160.22,77.51,236.36,250.97,0.9019,18.583
223,4,75.08,86.58,175.57,285.66,0.8909,18.583
224,2,154.57,78.06,231.14,250.15,0.8187,18.667
224,4,62.7,86.0,162.38,285.87,0.9018,18.667
225,2,149.79,78.91,226.69,249.27,0.8752,18.75
225,4,57.76,85.43,156.8,285.02,0.9012,18.75
226,2,137.38,77.53,214.15,245.62,0.6966,18.833
226,4,54.06,87.15,152.48,285.16,0.8882,18.833
227,2,125.09,76.73,200.35,242.61,0.7121,18.917
227,4,50.11,85.6,149.96,285.9,0.8775,18.917
228,2,113.41,76.18,184.96,235.7,0.7236,19.0
228,4,44.85,86.09,144.91,285.52,0.8776,19.0
229,2,105.64,76.98,179.48,242.67,0.8241,19.083
229,4,39.05,86.45,139.57,285.53,0.8873,19.083
230,2,100.21,78.14,174.42,243.76,0.874,19.167
230,4,30.7,85.5,130.16,282.56,0.8719,19.167
231,2,96.06,79.64,170.51,243.66,0.8578,19.25
231,4,23.37,86.11,120.81,280.29,0.9029,19.25
232,2,90.54,80.17,166.34,243.85,0.7629,19.333
232,4,13.65,86.64,110.33,281.37,0.889,19.333
233,2,84.4,79.82,161.94,243.41,0.6322,19.417
233,4,9.31,87.86,105.26,281.77,0.8941,19.417
234,2,74.67,80.41,152.29,241.65,0.6208,19.5
234,4,5.44,90.28,100.16,279.95,0.8833,19.5
235,2,64.71,80.93,142.48,241.74,0.5274,19.583
235,4,3.08,92.81,96.62,278.0,0.8976,19.583
236,2,57.46,95.67,128.67,242.2,0.6439,19.667
236,4,1.69,95.29,94.33,277.16,0.8953,19.667
237,2,46.58,85.85,121.95,242.43,0.7751,19.75
237,4,0.0,95.64,92.68,276.87,0.8758,19.75
238,2,39.84,84.27,116.78,243.89,0.8349,19.833
238,4,0.0,99.94,89.25,278.31,0.7883,19.833
239,2,36.21,84.89,114.11,245.24,0.739,19.917
239,4,0.0,112.19,79.32,278.54,0.6137,19.917
240,2,32.99,86.09,111.59,245.67,0.835,20.0
240,4,0.0,116.39,68.66,279.21,0.685,20.0
241,2,28.9,84.65,109.11,244.88,0.5481,20.083
241,4,0.0,121.83,62.51,281.16,0.37,20.083
245,2,1.91,85.4,79.78,242.45,0.7204,20.417
246,2,0.0,85.76,75.13,239.37,0.4556,20.5
247,2,0.0,86.52,72.94,237.38,0.4498,20.583
248,2,0.0,86.77,72.7,236.27,0.5034,20.667
249,2,0.0,85.22,73.25,237.24,0.7321,20.75
250,2,0.0,90.15,70.15,238.57,0.5673,20.833
340,7,108.33,349.0,230.64,431.28,0.6568,28.333
341,7,119.85,328.24,273.59,431.42,0.7913,28.417
342,7,119.41,310.48,297.59,429.99,0.8675,28.5
343,7,112.36,289.21,320.53,429.4,0.8583,28.583
343,8,349.11,375.21,471.2,431.67,0.6047,28.583
344,7,106.48,272.71,337.7,429.19,0.8414,28.667
344,8,327.66,360.92,479.24,431.48,0.6407,28.667
345,7,109.43,255.94,362.6,429.51,0.8544,28.75
345,8,305.71,341.23,497.37,431.5,0.6872,28.75
346,7,108.96,242.69,376.68,429.58,0.8585,28.833
346,8,290.0,324.93,512.41,431.61,0.664,28.833
347,7,107.16,225.79,391.44,429.22,0.9051,28.917
347,8,277.04,307.53,528.34,431.2,0.8145,28.917
348,7,103.99,210.1,401.12,428.92,0.9218,29.0
348,8,266.29,291.76,540.95,431.3,0.8557,29.0
349,7,100.54,190.77,413.03,428.69,0.9232,29.083
349,8,256.06,272.49,556.37,430.99,0.8737,29.083
350,7,100.98,176.79,419.74,428.49,0.9336,29.167
350,8,250.38,256.89,565.66,430.52,0.8429,29.167
351,7,101.95,163.19,424.54,428.21,0.9393,29.25
351,8,246.93,239.94,573.17,428.26,0.8505,29.25
352,7,103.88,153.7,424.78,428.23,0.9403,29.333
352,8,246.18,228.53,576.36,428.85,0.6823,29.333
353,7,105.89,145.42,422.88,428.42,0.9302,29.417
353,8,312.28,236.19,620.36,429.12,0.6131,29.417
354,7,109.27,139.95,418.61,428.47,0.9315,29.5
354,10,350.72,211.04,474.64,423.57,0.6067,29.5
355,7,111.9,132.12,414.86,428.17,0.927,29.583
355,10,347.34,199.42,478.84,426.25,0.5298,29.583
355,8,343.34,234.35,639.72,427.69,0.6547,29.583
356,7,114.52,123.86,411.02,427.98,0.9202,29.667
356,10,344.21,187.05,482.49,427.99,0.7736,29.667
356,8,376.84,265.13,618.99,427.17,0.5251,29.667
357,7,114.56,113.73,404.1,425.59,0.9252,29.75
357,10,341.17,173.81,483.18,424.65,0.7738,29.75
357,8,357.28,223.25,647.25,426.97,0.7953,29.75
358,7,120.27,105.84,392.51,412.65,0.9218,29.833
358,10,347.08,164.72,476.5,395.91,0.8132,29.833
358,8,354.97,203.3,657.13,426.7,0.8576,29.833
359,7,129.69,98.86,379.57,392.81,0.9337,29.917
359,10,351.89,156.09,477.22,383.63,0.8449,29.917
359,8,353.71,187.07,662.1,426.96,0.8848,29.917
360,7,136.85,94.17,372.94,384.87,0.9286,30.0
360,10,355.22,151.48,479.05,380.93,0.8301,30.0
360,8,356.84,176.94,662.53,426.97,0.8795,30.0
361,7,143.46,90.2,370.25,382.93,0.9286,30.083
361,10,359.26,145.36,482.02,378.08,0.8375,30.083
361,8,362.15,166.62,664.36,427.07,0.8644,30.083
362,7,149.59,87.51,367.07,381.5,0.9278,30.167
362,10,363.49,139.41,483.13,371.5,0.8248,30.167
362,8,370.11,159.87,664.27,427.41,0.904,30.167
363,7,155.68,83.58,363.48,377.15,0.9314,30.25
363,10,373.59,130.77,485.47,352.13,0.77,30.25
363,8,376.87,153.95,662.35,428.11,0.8906,30.25
364,7,161.44,78.21,358.16,367.15,0.9241,30.333
364,10,386.09,124.82,489.15,332.06,0.6803,30.333
364,8,381.87,148.37,658.05,427.54,0.845,30.333
365,7,169.12,72.11,349.98,346.14,0.925,30.417
365,10,390.7,119.45,489.99,323.39,0.7267,30.417
365,8,389.68,140.06,654.04,421.08,0.8837,30.417
366,7,175.64,67.66,342.74,327.76,0.9247,30.5
366,10,393.25,115.91,491.31,321.73,0.6633,30.5
366,8,401.03,133.61,647.22,408.23,0.8534,30.5
367,7,177.54,64.4,335.1,316.19,0.9108,30.583
367,10,398.07,112.1,494.65,319.73,0.7383,30.583
367,8,415.64,126.08,639.2,386.22,0.8965,30.583
368,7,176.2,61.9,328.75,313.01,0.903,30.667
368,10,402.18,109.08,496.7,316.9,0.7566,30.667
368,8,426.59,121.83,633.72,372.58,0.8823,30.667
369,7,174.35,61.34,321.74,311.09,0.9166,30.75
369,10,408.31,104.59,498.37,307.31,0.7232,30.75
369,8,433.07,119.65,631.69,369.15,0.8911,30.75
370,7,173.91,61.38,316.77,309.27,0.9177,30.833
370,10,415.21,99.99,500.95,295.68,0.6585,30.833
370,8,438.83,118.41,630.81,367.52,0.9008,30.833
371,7,171.99,60.01,308.55,300.19,0.9097,30.917
371,10,431.69,95.96,496.68,243.04,0.5996,30.917
371,8,446.02,116.34,631.54,363.49,0.8985,30.917
372,7,168.98,58.59,298.17,288.05,0.9222,31.0
372,10,429.8,94.05,503.53,263.08,0.6023,31.0
372,8,455.05,114.3,631.53,354.41,0.9067,31.0
373,7,162.08,56.85,283.51,273.95,0.8997,31.083
373,10,431.97,93.61,507.6,266.95,0.8184,31.083
373,8,471.17,110.39,635.66,338.76,0.8985,31.083
374,7,153.62,55.03,272.89,269.73,0.9068,31.167
374,10,434.08,93.23,510.71,267.99,0.8477,31.167
374,8,483.65,108.54,640.83,331.27,0.9137,31.167
375,7,144.77,54.4,263.08,268.35,0.9037,31.25
375,10,456.67,91.17,518.16,230.17,0.7346,31.25
375,8,495.97,106.4,648.65,328.25,0.9178,31.25
376,7,137.42,54.13,255.57,268.21,0.8884,31.333
376,10,454.04,89.26,522.92,242.92,0.7808,31.333
376,8,502.32,105.19,651.85,327.15,0.9204,31.333
377,7,131.95,55.43,249.31,267.04,0.9074,31.417
377,10,463.16,85.09,534.81,246.04,0.5126,31.417
377,8,507.6,106.56,653.37,326.34,0.9132,31.417
378,7,129.04,56.55,245.97,265.55,0.9115,31.5
378,10,474.39,84.41,545.31,246.38,0.7892,31.5
378,8,510.9,106.6,654.67,326.15,0.8992,31.5
379,7,122.24,55.75,234.88,258.07,0.863,31.583
379,10,481.91,84.7,553.3,247.75,0.8457,31.583
379,8,518.02,104.03,660.16,324.36,0.9084,31.583
380,7,116.39,53.77,225.84,253.58,0.8746,31.667
380,10,486.18,83.95,558.82,248.35,0.8417,31.667
380,8,528.58,101.84,665.88,318.69,0.8995,31.667
381,7,104.38,53.32,211.46,253.31,0.895,31.75
381,10,490.68,84.8,564.17,249.01,0.8007,31.75
381,8,541.35,98.99,672.69,310.45,0.8931,31.75
382,7,98.22,53.05,203.04,252.12,0.8935,31.833
382,10,497.36,84.05,568.42,241.41,0.7944,31.833
382,8,548.78,97.63,675.65,304.8,0.8807,31.833
383,7,92.73,54.55,195.99,251.04,0.8795,31.917
383,10,509.21,82.59,577.93,235.68,0.6817,31.917
383,8,554.52,97.8,677.22,298.82,0.8804,31.917
384,7,89.08,56.69,191.54,251.13,0.864,32.0
384,10,519.36,82.25,587.01,234.64,0.8204,32.0
384,8,559.75,99.38,679.51,294.82,0.8712,32.0
385,7,81.13,58.21,184.49,251.65,0.8648,32.083
385,10,526.03,82.74,593.44,234.21,0.8727,32.083
385,8,566.13,101.94,684.88,293.7,0.9167,32.083
386,7,72.98,59.26,177.0,252.56,0.8636,32.167
386,10,530.11,83.38,597.82,233.87,0.8702,32.167
386,8,573.17,102.95,692.63,294.13,0.9225,32.167
387,7,59.37,60.38,162.97,252.71,0.8773,32.25
387,10,533.93,85.16,602.71,234.59,0.883,32.25
387,8,586.79,104.13,705.71,294.58,0.9007,32.25
388,7,48.33,59.85,151.3,253.11,0.8866,32.333
388,10,538.87,85.26,609.21,235.37,0.8842,32.333
388,8,597.41,103.7,716.39,295.5,0.9081,32.333
389,7,31.47,60.1,133.91,252.85,0.8868,32.417
389,10,550.07,85.85,620.88,236.21,0.8361,32.417
389,8,610.18,103.82,727.73,295.8,0.9087,32.417
390,7,22.48,61.59,124.88,252.71,0.923,32.5
390,10,561.88,85.96,632.26,236.23,0.8441,32.5
390,8,616.73,104.75,732.47,294.97,0.9055,32.5
391,7,15.62,65.36,118.08,253.01,0.9284,32.583
391,10,571.48,86.86,640.77,235.7,0.8378,32.583
391,8,620.26,105.69,735.08,294.85,0.8975,32.583
392,7,11.56,66.92,115.49,253.65,0.9128,32.667
392,10,577.71,88.74,646.43,235.59,0.8722,32.667
392,8,622.84,107.03,737.24,295.2,0.9044,32.667
393,7,7.15,65.61,111.94,252.59,0.913,32.75
393,10,583.43,91.18,652.53,235.56,0.8849,32.75
393,8,627.67,107.12,742.56,295.62,0.895,32.75
394,7,3.74,65.42,105.95,248.5,0.8553,32.833
394,10,586.89,91.79,656.82,235.19,0.8954,32.833
394,8,634.52,105.8,749.22,294.91,0.9257,32.833
395,7,0.0,66.1,96.22,248.67,0.7934,32.917
395,10,594.66,91.91,664.51,234.05,0.8429,32.917
395,8,646.51,104.71,757.49,290.01,0.8982,32.917
396,7,0.0,65.81,88.69,251.48,0.8941,33.0
396,10,604.04,91.62,673.27,233.13,0.8192,33.0
396,8,652.87,104.05,762.27,288.51,0.8723,33.0
397,7,0.0,68.72,84.1,249.34,0.8091,33.083
397,10,613.62,91.84,682.88,234.58,0.8254,33.083
397,8,658.51,105.39,763.7,282.39,0.8497,33.083
398,7,0.0,74.76,81.2,249.23,0.7865,33.167
398,10,618.93,92.52,687.79,234.42,0.8228,33.167
398,8,661.32,106.61,766.07,281.92,0.8942,33.167
399,7,0.0,88.6,76.66,247.98,0.5984,33.25
399,10,623.62,95.37,692.07,234.33,0.8647,33.25
399,8,663.74,110.22,765.72,279.09,0.8716,33.25
400,7,0.0,92.83,75.17,247.61,0.5634,33.333
400,10,626.23,97.95,694.92,234.61,0.8423,33.333
400,8,664.75,110.5,767.29,279.61,0.8391,33.333
401,10,632.2,98.3,702.5,235.63,0.867,33.417
401,8,669.93,111.63,768.0,277.85,0.7737,33.417
402,10,639.36,97.97,710.69,236.06,0.8228,33.5
402,8,679.17,117.0,768.0,272.41,0.3886,33.5
403,10,651.16,98.81,721.47,235.75,0.6747,33.583
404,10,658.3,99.02,727.93,235.1,0.8018,33.667
405,10,663.1,101.42,732.33,235.7,0.773,33.75
406,10,666.18,103.57,735.13,235.33,0.7053,33.833
407,10,670.52,103.47,739.77,234.0,0.5539,33.917
408,10,677.37,103.83,745.72,231.67,0.4522,34.0
409,10,686.5,103.96,753.82,230.52,0.5611,34.083
413,10,699.82,107.33,765.59,229.25,0.4836,34.417
414,10,702.39,105.99,768.0,228.24,0.4142,34.5
524,11,311.27,252.05,527.83,429.98,0.882,43.667
525,11,286.94,240.54,516.27,429.73,0.8844,43.75
526,11,268.17,234.5,502.24,429.67,0.8821,43.833
527,11,256.49,220.57,502.86,429.57,0.8993,43.917
528,11,233.42,178.25,522.01,428.97,0.5124,44.0
529,11,217.24,149.85,529.28,428.75,0.9382,44.083
530,11,205.94,132.4,526.91,428.3,0.9314,44.167
531,11,201.47,128.79,515.31,428.05,0.9362,44.25
532,11,195.17,126.23,497.57,427.22,0.9266,44.333
533,11,190.09,114.59,478.49,415.25,0.916,44.417
534,11,181.82,93.72,460.95,399.4,0.8637,44.5
535,11,179.04,81.65,446.2,388.65,0.9002,44.583
536,11,187.87,81.29,428.64,370.26,0.9102,44.667
537,11,204.34,87.27,412.84,346.93,0.8879,44.75
538,11,217.54,89.42,400.4,324.42,0.8763,44.833
539,11,211.6,81.85,387.74,315.58,0.8908,44.917
540,11,203.01,69.49,374.57,303.04,0.9118,45.0
541,11,194.23,64.31,360.41,295.98,0.8898,45.083
542,11,184.0,69.54,338.84,290.41,0.8842,45.167
543,11,175.76,74.43,314.78,278.39,0.8727,45.25
544,11,159.53,69.1,297.05,274.23,0.772,45.333
545,11,145.14,61.53,283.97,271.25,0.8158,45.417
546,11,133.35,58.96,270.3,264.1,0.8895,45.5
547,11,123.56,61.65,257.51,259.78,0.8968,45.583
549,11,90.87,68.88,217.04,256.78,0.6086,45.75
550,11,64.26,62.92,192.75,256.29,0.87,45.833
552,11,35.1,59.45,161.79,248.91,0.8906,46.0
553,11,26.7,66.03,149.22,249.43,0.8064,46.083
554,11,10.83,71.66,127.76,249.43,0.6301,46.167
556,11,0.0,58.87,110.4,250.78,0.4291,46.333
557,11,0.0,61.55,105.05,251.04,0.8245,46.417
558,11,0.0,81.82,94.29,251.14,0.6129,46.5
559,11,0.0,91.19,87.66,251.5,0.6963,46.583
